movieId,totalSeats,availableSeats,screenName,language,movieFormat,subtitle,screenType,filmFormat,theatreId,experienceKey,startTime,endTime
28583,104,104,SCREEN 4,Hindi,,False,LASER,,282,laser,2025-07-07T17:00:00,2025-07-07T20:18:00
28583,170,166,SCREEN 1,Hindi,,False,,,261,,2025-07-07T05:00:00,2025-07-07T08:15:00
28583,170,163,SCREEN 1,Hindi,,False,,,261,,2025-07-07T11:30:00,2025-07-07T14:46:00
28583,171,171,SCREEN 2,Hindi,,False,,,261,,2025-07-07T16:50:00,2025-07-07T20:05:00
28583,277,267,AUDI 02,Hindi,,True,,,385,,2025-07-07T04:30:00,2025-07-07T07:33:00
28583,105,100,AUDI 05,Hindi,,True,,,385,,2025-07-07T07:55:00,2025-07-07T10:58:00
28583,110,95,AUDI 04,Hindi,,True,,,385,,2025-07-07T10:30:00,2025-07-07T13:48:00
28583,110,107,AUDI 04,Hindi,,True,,,385,,2025-07-07T16:50:00,2025-07-07T20:08:00
28583,144,132,AUDI 08,Hindi,,True,,,520,,2025-07-07T03:55:00,2025-07-07T07:13:00
28583,144,120,AUDI 08,Hindi,,True,,,520,,2025-07-07T10:15:00,2025-07-07T13:33:00
28583,144,132,AUDI 08,Hindi,,True,,,520,,2025-07-07T13:35:00,2025-07-07T16:49:00
28583,144,131,AUDI 08,Hindi,,True,,,520,,2025-07-07T16:50:00,2025-07-07T20:08:00
28583,30,18,AUDI 10 GOLD,Hindi,,True,GOLD,,520,gold,2025-07-07T07:50:00,2025-07-07T11:08:00
28583,32,24,AUDI 12 GOLD,Hindi,,True,GOLD,,520,gold,2025-07-07T12:45:00,2025-07-07T15:59:00
28583,178,173,SCREEN-3,Hindi,,False,,,522,,2025-07-07T10:25:00,2025-07-07T13:29:00
28583,176,144,SCREEN-2,Hindi,,False,,,522,,2025-07-07T13:50:00,2025-07-07T16:54:00
28583,265,244,SCREEN 5,Hindi,,False,,,148,,2025-07-07T04:10:00,2025-07-07T07:26:00
28583,253,227,SCREEN 1,Hindi,,False,,,148,,2025-07-07T09:30:00,2025-07-07T12:46:00
28583,253,250,SCREEN 1,Hindi,,False,,,148,,2025-07-07T16:30:00,2025-07-07T19:46:00
28583,34,34,SCREEN 3,Hindi,,False,INSIGNIA,,148,insignia,2025-07-07T16:25:00,2025-07-07T19:41:00
28583,292,292,SCREEN 3,Hindi,,False,,,127,,2025-07-07T13:35:00,2025-07-07T16:58:00
28583,172,159,AUDI 03,Hindi,,True,LASER,,528,laser,2025-07-07T04:10:00,2025-07-07T07:27:00
28583,167,153,AUDI 05,Hindi,,True,LASER,,528,laser,2025-07-07T10:10:00,2025-07-07T13:27:00
28583,172,164,AUDI 03,Hindi,,True,LASER,,528,laser,2025-07-07T13:40:00,2025-07-07T16:56:00
28583,167,165,AUDI 05,Hindi,,True,LASER,,528,laser,2025-07-07T16:50:00,2025-07-07T20:07:00
28583,40,32,AUDI 04,Hindi,,True,,,529,,2025-07-07T04:25:00,2025-07-07T07:28:00
28583,40,27,AUDI 05,Hindi,,True,,,529,,2025-07-07T06:15:00,2025-07-07T09:18:00
28583,40,35,AUDI 04,Hindi,,True,,,529,,2025-07-07T11:00:00,2025-07-07T14:03:00
28583,40,36,AUDI 04,Hindi,,True,,,529,,2025-07-07T16:50:00,2025-07-07T19:53:00
28583,166,115,AUDI 8,Hindi,,True,,,507,,2025-07-07T09:40:00,2025-07-07T12:58:00
28583,183,128,AUDI 9,Hindi,,True,,,507,,2025-07-07T16:50:00,2025-07-07T20:08:00
