movieId,theatreId,totalSeats,availableSeats,screenName,language,startTime,endTime,format,availability
172677,52080,227,225,SCREEN 4,,2025-08-17T17:00:00,2025-08-17T17:45:00,2D,225
172677,52080,227,216,SCREEN 6,,2025-08-17T12:40:00,2025-08-17T13:25:00,2D,216
172677,52080,227,227,SCREEN 6,,2025-08-17T02:45:00,2025-08-17T03:30:00,2D,227
172677,52080,227,222,SCREEN 6,,2025-08-17T06:00:00,2025-08-17T06:45:00,2D,222
172677,52080,227,218,SCREEN 6,,2025-08-17T09:20:00,2025-08-17T10:05:00,2D,218
172677,52080,227,225,SCREEN 6,,2025-08-17T16:00:00,2025-08-17T16:45:00,2D,225
172677,1039871,581,53,Sri Vajreshwari,,2025-08-17T16:30:00,2025-08-17T17:15:00,2D,53
172677,1039871,581,51,Sri Vajreshwari,,2025-08-17T08:00:00,2025-08-17T08:45:00,2D,51
172677,115,244,222,AUDI 01,,2025-08-17T01:30:00,2025-08-17T01:30:00,2D,222
172677,115,116,98,AUDI 03,,2025-08-17T12:55:00,2025-08-17T12:55:00,2D,98
172677,115,244,174,AUDI 01,,2025-08-17T05:05:00,2025-08-17T05:05:00,2D,174
172677,115,244,145,AUDI 01,,2025-08-17T08:40:00,2025-08-17T08:40:00,2D,145
172677,115,244,158,AUDI 01,,2025-08-17T12:15:00,2025-08-17T12:15:00,2D,158
172677,115,244,214,AUDI 01,,2025-08-17T15:50:00,2025-08-17T15:50:00,2D,214
172677,115,158,132,AUDI 07,,2025-08-17T02:40:00,2025-08-17T02:40:00,2D,132
172677,115,158,106,AUDI 07,,2025-08-17T06:15:00,2025-08-17T06:15:00,2D,106
172677,115,158,85,AUDI 07,,2025-08-17T09:50:00,2025-08-17T09:50:00,2D,85
172677,115,158,135,AUDI 07,,2025-08-17T13:25:00,2025-08-17T13:25:00,2D,135
172677,115,158,148,AUDI 07,,2025-08-17T17:00:00,2025-08-17T17:00:00,2D,148
172677,115,99,89,AUDI 02,,2025-08-17T06:55:00,2025-08-17T06:55:00,2D,89
172677,7508,137,127,AUDI04,,2025-08-17T02:00:00,2025-08-17T02:00:00,2D,127
172677,7508,134,82,AUDI09,,2025-08-17T10:10:00,2025-08-17T10:10:00,2D,82
172677,7508,134,124,AUDI09,,2025-08-17T16:45:00,2025-08-17T16:45:00,2D,124
172677,7508,138,128,AUDI10,,2025-08-17T16:50:00,2025-08-17T16:50:00,2D,128
172677,7508,163,148,AUDI08,,2025-08-17T02:35:00,2025-08-17T02:35:00,2D,148
172677,7508,302,290,AUDI02,,2025-08-17T01:00:00,2025-08-17T01:00:00,2D,290
172677,7508,163,124,AUDI08,,2025-08-17T09:45:00,2025-08-17T09:45:00,2D,124
172677,7508,163,140,AUDI08,,2025-08-17T06:10:00,2025-08-17T06:10:00,2D,140
172677,7508,302,250,AUDI02,,2025-08-17T08:10:00,2025-08-17T08:10:00,2D,250
172677,7508,163,151,AUDI08,,2025-08-17T17:00:00,2025-08-17T17:00:00,2D,151
172677,7508,302,276,AUDI02,,2025-08-17T04:35:00,2025-08-17T04:35:00,2D,276
172677,7508,163,145,AUDI08,,2025-08-17T13:20:00,2025-08-17T13:20:00,2D,145
172677,7508,134,106,AUDI09,,2025-08-17T06:35:00,2025-08-17T06:35:00,2D,106
172677,7508,302,283,AUDI02,,2025-08-17T15:20:00,2025-08-17T15:20:00,2D,283
172677,7508,134,117,AUDI09,,2025-08-17T03:00:00,2025-08-17T03:00:00,2D,117
172677,7508,302,265,AUDI02,,2025-08-17T11:45:00,2025-08-17T11:45:00,2D,265
172677,7508,143,113,AUDI05,,2025-08-17T05:05:00,2025-08-17T05:05:00,2D,113
172677,7508,143,125,AUDI05,,2025-08-17T01:30:00,2025-08-17T01:30:00,2D,125
172677,7508,143,122,AUDI05,,2025-08-17T12:15:00,2025-08-17T12:15:00,2D,122
172677,7508,143,118,AUDI05,,2025-08-17T08:40:00,2025-08-17T08:40:00,2D,118
172677,7508,143,127,AUDI05,,2025-08-17T15:50:00,2025-08-17T15:50:00,2D,127
172677,1011225,500,72,Srinivasa,,2025-08-17T13:30:00,2025-08-17T12:30:00,2D,72
172677,1011225,500,72,Srinivasa,,2025-08-17T07:10:00,2025-08-17T06:10:00,2D,72
172677,1011225,500,72,Srinivasa,,2025-08-17T04:00:00,2025-08-17T03:00:00,2D,72
172677,1049257,964,129,Vaibhav,,2025-08-17T16:30:00,2025-08-17T16:30:00,2D,129
172677,1049257,964,127,Vaibhav,,2025-08-17T02:30:00,2025-08-17T02:30:00,2D,127
172677,1049257,964,120,Vaibhav,,2025-08-17T05:30:00,2025-08-17T05:30:00,2D,120
172677,1036213,16,16,Screen 3,,2025-08-17T03:30:00,2025-08-17T03:55:00,2D,16
172677,1036213,16,16,Screen 3,,2025-08-17T06:45:00,2025-08-17T07:10:00,2D,16
172677,1036213,29,29,Screen 4,,2025-08-17T07:45:00,2025-08-17T08:10:00,2D,29
172677,1036213,16,16,Screen 3,,2025-08-17T13:15:00,2025-08-17T13:40:00,2D,16
172677,1036213,29,29,Screen 4,,2025-08-17T14:15:00,2025-08-17T14:40:00,2D,29
172677,1036213,29,29,Screen 4,,2025-08-17T17:25:00,2025-08-17T17:50:00,2D,29
172677,10940,350,237,Screen1,,2025-08-17T06:30:00,2025-08-17T06:00:00,2D,237
172677,10940,36,24,Screen7,,2025-08-17T12:30:00,2025-08-17T12:00:00,2D,24
172677,10940,36,29,Screen7,,2025-08-17T09:15:00,2025-08-17T08:45:00,2D,29
172677,10940,352,196,Screen3,,2025-08-17T10:15:00,2025-08-17T09:45:00,2D,196
172677,10940,350,268,Screen1,,2025-08-17T03:15:00,2025-08-17T02:45:00,2D,268
172677,10940,352,271,Screen4,,2025-08-17T13:45:00,2025-08-17T13:15:00,2D,271
172677,10940,36,29,Screen7,,2025-08-17T15:45:00,2025-08-17T15:15:00,2D,29
172677,10940,352,279,Screen2,,2025-08-17T16:30:00,2025-08-17T16:00:00,2D,279
172677,10940,36,25,Screen7,,2025-08-17T06:00:00,2025-08-17T05:30:00,2D,25
172677,925,206,183,SCREEN 2,,2025-08-17T02:30:00,2025-08-17T02:30:00,2D,183
172677,925,272,100,SCREEN 3,,2025-08-17T11:45:00,2025-08-17T11:45:00,2D,100
172677,925,272,217,SCREEN 3,,2025-08-17T15:20:00,2025-08-17T15:20:00,2D,217
172677,925,206,63,SCREEN 2,,2025-08-17T09:45:00,2025-08-17T09:45:00,2D,63
172677,925,185,167,SCREEN 4,,2025-08-17T02:00:00,2025-08-17T02:00:00,2D,167
172677,925,272,158,SCREEN 3,,2025-08-17T04:35:00,2025-08-17T04:35:00,2D,158
172677,925,185,64,SCREEN 4,,2025-08-17T12:10:00,2025-08-17T12:10:00,2D,64
172677,925,272,110,SCREEN 3,,2025-08-17T08:10:00,2025-08-17T08:10:00,2D,110
172677,925,185,72,SCREEN 4,,2025-08-17T05:50:00,2025-08-17T05:50:00,2D,72
172677,925,206,187,SCREEN 2,,2025-08-17T17:00:00,2025-08-17T17:00:00,2D,187
172677,925,272,257,SCREEN 3,,2025-08-17T01:00:00,2025-08-17T01:00:00,2D,257
172677,925,185,155,SCREEN 4,,2025-08-17T15:50:00,2025-08-17T15:50:00,2D,155
172677,925,187,175,SCREEN 5,,2025-08-17T01:15:00,2025-08-17T01:15:00,2D,175
172677,925,248,227,SCREEN 1,,2025-08-17T01:30:00,2025-08-17T01:30:00,2D,227
172677,1042226,756,638,Sandhya 4K,,2025-08-17T10:20:00,2025-08-17T10:05:00,2D,638
172677,1042226,756,654,Sandhya 4K,,2025-08-17T13:40:00,2025-08-17T13:25:00,2D,654
172677,1042226,756,640,Sandhya 4K,,2025-08-17T07:10:00,2025-08-17T06:55:00,2D,640
172677,128,288,278,AUDI 1,,2025-08-18T04:30:00,2025-08-18T04:30:00,2D,278
172677,128,288,274,AUDI 1,,2025-08-18T15:15:00,2025-08-18T15:15:00,2D,274
172677,128,288,278,AUDI 1,,2025-08-18T08:05:00,2025-08-18T08:05:00,2D,278
172677,128,288,278,AUDI 1,,2025-08-18T11:40:00,2025-08-18T11:40:00,2D,278
172677,128,162,156,AUDI 2,,2025-08-18T12:35:00,2025-08-18T12:35:00,2D,156
172677,128,162,156,AUDI 2,,2025-08-18T16:10:00,2025-08-18T16:10:00,2D,156
172677,128,162,152,AUDI 2,,2025-08-18T05:25:00,2025-08-18T05:25:00,2D,152
172677,128,162,156,AUDI 2,,2025-08-18T09:00:00,2025-08-18T09:00:00,2D,156
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-18T04:45:00,2025-08-18T03:35:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-18T16:30:00,2025-08-18T15:20:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-19T16:30:00,2025-08-19T15:20:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-19T04:45:00,2025-08-19T03:35:00,2D,116
172677,128,162,156,AUDI 2,,2025-08-20T12:35:00,2025-08-20T12:35:00,2D,156
172677,128,162,156,AUDI 2,,2025-08-20T16:10:00,2025-08-20T16:10:00,2D,156
172677,128,162,156,AUDI 2,,2025-08-20T05:25:00,2025-08-20T05:25:00,2D,156
172677,128,162,156,AUDI 2,,2025-08-20T09:00:00,2025-08-20T09:00:00,2D,156
172677,128,288,278,AUDI 1,,2025-08-20T11:40:00,2025-08-20T11:40:00,2D,278
172677,128,288,278,AUDI 1,,2025-08-20T15:15:00,2025-08-20T15:15:00,2D,278
172677,128,288,278,AUDI 1,,2025-08-20T04:30:00,2025-08-20T04:30:00,2D,278
172677,128,288,278,AUDI 1,,2025-08-20T08:05:00,2025-08-20T08:05:00,2D,278
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-20T04:45:00,2025-08-20T03:35:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-20T16:30:00,2025-08-20T15:20:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-21T16:30:00,2025-08-21T15:20:00,2D,116
172677,1052276,707,116,Veerabhadreshwara  Theatre,,2025-08-21T04:45:00,2025-08-21T03:35:00,2D,116
172677,4481,994,134,Santosh Theatre,,2025-08-15T17:15:00,2025-08-15T16:15:00,2D,134
172677,4522,527,100,Soundarya,,2025-08-15T16:45:00,2025-08-15T16:45:00,2D,100
172677,10940,352,1,Screen4,,2025-08-15T17:00:00,2025-08-15T16:30:00,2D,1
172677,4481,994,85,Santosh Theatre,,2025-08-16T11:00:00,2025-08-16T10:00:00,2D,85
172677,4481,994,206,Santosh Theatre,,2025-08-16T14:00:00,2025-08-16T13:00:00,2D,206
172677,4481,994,183,Santosh Theatre,,2025-08-16T08:00:00,2025-08-16T07:00:00,2D,183
172677,4481,994,194,Santosh Theatre,,2025-08-16T04:45:00,2025-08-16T03:45:00,2D,194
172677,4481,994,207,Santosh Theatre,,2025-08-16T17:15:00,2025-08-16T16:15:00,2D,207
172677,1039754,321,280,AUDI 3,,2025-08-16T07:15:00,2025-08-16T07:40:00,2D,280
172677,1039754,321,287,AUDI 3,,2025-08-16T13:45:00,2025-08-16T14:10:00,2D,287
172677,1039754,201,193,AUDI 2,,2025-08-16T02:00:00,2025-08-16T02:25:00,2D,193
172677,1026890,596,73,Murali Cinemas,,2025-08-16T10:45:00,2025-08-16T09:45:00,2D,73
172677,4522,527,100,Soundarya,,2025-08-16T07:35:00,2025-08-16T07:35:00,2D,100
172677,4522,527,106,Soundarya,,2025-08-16T13:45:00,2025-08-16T13:45:00,2D,106
172677,4522,527,106,Soundarya,,2025-08-16T10:40:00,2025-08-16T10:40:00,2D,106
172677,4522,527,89,Soundarya,,2025-08-16T04:30:00,2025-08-16T04:30:00,2D,89
172677,4522,527,106,Soundarya,,2025-08-16T16:45:00,2025-08-16T16:45:00,2D,106
172677,10940,352,70,Screen2,,2025-08-16T06:45:00,2025-08-16T06:15:00,2D,70
172677,10940,352,70,Screen4,,2025-08-16T04:00:00,2025-08-16T03:30:00,2D,70
172677,10940,352,98,Screen4,,2025-08-16T17:00:00,2025-08-16T16:30:00,2D,98
172677,10940,89,25,Screen6,,2025-08-16T16:00:00,2025-08-16T15:30:00,2D,25
172677,10940,352,64,Screen2,,2025-08-16T10:00:00,2025-08-16T09:30:00,2D,64
172677,10940,89,31,Screen6,,2025-08-16T03:00:00,2025-08-16T02:30:00,2D,31
172677,10940,350,73,Screen1,,2025-08-16T13:00:00,2025-08-16T12:30:00,2D,73
172677,10940,89,24,Screen6,,2025-08-16T09:30:00,2025-08-16T09:00:00,2D,24
172677,10940,352,260,Screen4,,2025-08-16T00:45:00,2025-08-16T00:15:00,2D,260
172677,9487,329,204,Screen 1,,2025-08-16T07:15:00,2025-08-16T07:15:00,2D,204
172677,4481,994,212,Santosh Theatre,,2025-08-17T17:15:00,2025-08-17T16:15:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-17T04:45:00,2025-08-17T03:45:00,2D,212
172677,4481,994,211,Santosh Theatre,,2025-08-17T14:00:00,2025-08-17T13:00:00,2D,211
172677,4481,994,205,Santosh Theatre,,2025-08-17T08:00:00,2025-08-17T07:00:00,2D,205
172677,4481,994,206,Santosh Theatre,,2025-08-17T11:00:00,2025-08-17T10:00:00,2D,206
172677,1039754,201,200,AUDI 2,,2025-08-17T02:00:00,2025-08-17T02:25:00,2D,200
172677,1039754,321,309,AUDI 3,,2025-08-17T13:45:00,2025-08-17T14:10:00,2D,309
172677,1039754,321,315,AUDI 3,,2025-08-17T07:15:00,2025-08-17T07:40:00,2D,315
172677,1026890,596,71,Murali Cinemas,,2025-08-17T10:45:00,2025-08-17T09:45:00,2D,71
172677,4522,527,106,Soundarya,,2025-08-17T10:40:00,2025-08-17T10:40:00,2D,106
172677,4522,527,106,Soundarya,,2025-08-17T07:35:00,2025-08-17T07:35:00,2D,106
172677,4522,527,106,Soundarya,,2025-08-17T13:45:00,2025-08-17T13:45:00,2D,106
172677,4522,527,106,Soundarya,,2025-08-17T04:30:00,2025-08-17T04:30:00,2D,106
172677,4522,527,106,Soundarya,,2025-08-17T16:45:00,2025-08-17T16:45:00,2D,106
172677,10940,352,192,Screen2,,2025-08-17T10:00:00,2025-08-17T09:30:00,2D,192
172677,10940,89,41,Screen6,,2025-08-17T09:30:00,2025-08-17T09:00:00,2D,41
172677,10940,89,66,Screen6,,2025-08-17T16:00:00,2025-08-17T15:30:00,2D,66
172677,10940,89,58,Screen6,,2025-08-17T03:00:00,2025-08-17T02:30:00,2D,58
172677,10940,352,233,Screen2,,2025-08-17T06:45:00,2025-08-17T06:15:00,2D,233
172677,10940,350,255,Screen1,,2025-08-17T13:00:00,2025-08-17T12:30:00,2D,255
172677,10940,352,269,Screen4,,2025-08-17T17:00:00,2025-08-17T16:30:00,2D,269
172677,10940,352,252,Screen4,,2025-08-17T04:00:00,2025-08-17T03:30:00,2D,252
172677,9487,329,282,Screen 1,,2025-08-17T07:15:00,2025-08-17T07:15:00,2D,282
172677,4481,994,212,Santosh Theatre,,2025-08-18T17:15:00,2025-08-18T16:15:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-18T11:00:00,2025-08-18T10:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-18T14:00:00,2025-08-18T13:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-18T08:00:00,2025-08-18T07:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-18T04:45:00,2025-08-18T03:45:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-19T14:00:00,2025-08-19T13:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-19T17:15:00,2025-08-19T16:15:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-19T11:00:00,2025-08-19T10:00:00,2D,212
172677,4481,994,210,Santosh Theatre,,2025-08-19T08:00:00,2025-08-19T07:00:00,2D,210
172677,4481,994,212,Santosh Theatre,,2025-08-19T04:45:00,2025-08-19T03:45:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-20T04:45:00,2025-08-20T03:45:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-20T17:15:00,2025-08-20T16:15:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-20T08:00:00,2025-08-20T07:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-20T11:00:00,2025-08-20T10:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-20T14:00:00,2025-08-20T13:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-21T14:00:00,2025-08-21T13:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-21T17:15:00,2025-08-21T16:15:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-21T04:45:00,2025-08-21T03:45:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-21T11:00:00,2025-08-21T10:00:00,2D,212
172677,4481,994,212,Santosh Theatre,,2025-08-21T08:00:00,2025-08-21T07:00:00,2D,212
172677,52080,196,73,SCREEN 2,,2025-08-15T16:45:00,2025-08-15T17:30:00,2D,73
172677,52080,196,192,SCREEN 2,,2025-08-16T13:25:00,2025-08-16T14:10:00,2D,192
172677,52080,196,189,SCREEN 2,,2025-08-16T16:45:00,2025-08-16T17:30:00,2D,189
172677,52080,196,191,SCREEN 2,,2025-08-16T03:15:00,2025-08-16T04:00:00,2D,191
172677,1039754,150,138,AUDI 1,,2025-08-16T05:40:00,2025-08-16T06:05:00,2D,138
172677,1039754,150,148,AUDI 1,,2025-08-16T11:20:00,2025-08-16T11:45:00,2D,148
172677,1036213,15,15,Screen 2,,2025-08-16T12:35:00,2025-08-16T13:00:00,2D,15
172677,52080,196,196,SCREEN 2,,2025-08-17T03:15:00,2025-08-17T04:00:00,2D,196
172677,52080,196,196,SCREEN 2,,2025-08-17T13:25:00,2025-08-17T14:10:00,2D,196
172677,52080,196,196,SCREEN 2,,2025-08-17T16:45:00,2025-08-17T17:30:00,2D,196
172677,1039754,150,150,AUDI 1,,2025-08-17T05:40:00,2025-08-17T06:05:00,2D,150
172677,1039754,150,141,AUDI 1,,2025-08-17T11:20:00,2025-08-17T11:45:00,2D,141
172677,1036213,15,15,Screen 2,,2025-08-17T12:35:00,2025-08-17T13:00:00,2D,15
161358,128,274,161,AUDI 4,,2025-08-15T17:00:00,2025-08-15T17:00:00,2D,161
161358,56450,277,45,MACRO XE,,2025-08-15T17:00:00,2025-08-15T17:00:00,2D,45
161358,56450,240,12,SCREEN 07,,2025-08-15T16:05:00,2025-08-15T16:05:00,2D,12
161358,56451,84,11,SCREEN 03,,2025-08-15T16:40:00,2025-08-15T16:40:00,2D,11
161358,579,1064,101,Goverdhan,,2025-08-15T16:45:00,2025-08-15T16:15:00,2D,101
161358,9637,226,24,AUDI 6,,2025-08-15T16:10:00,2025-08-15T16:10:00,2D,24
161358,9637,159,25,AUDI 2,,2025-08-15T17:00:00,2025-08-15T17:00:00,2D,25
161358,1039754,210,56,AUDI 4,,2025-08-15T16:30:00,2025-08-15T16:55:00,2D,56
161358,9710,100,2,Audi-1,,2025-08-15T15:30:00,2025-08-15T15:00:00,2D,2
161358,1013537,474,98,Sharada Cinemas,,2025-08-15T16:45:00,2025-08-15T15:45:00,2D,98
161358,52080,227,178,SCREEN 5,,2025-08-15T16:45:00,2025-08-15T17:30:00,2D,178
161358,1025661,738,1,Balaji Theatre,,2025-08-15T16:45:00,2025-08-15T16:15:00,2D,1
161358,115,248,10,AUDI 06,,2025-08-15T16:10:00,2025-08-15T16:10:00,2D,10
161358,115,147,8,AUDI 04,,2025-08-15T17:00:00,2025-08-15T17:00:00,2D,8
161358,7508,137,1,AUDI04,,2025-08-15T16:35:00,2025-08-15T16:35:00,2D,1
161358,47384,995,102,Abhinay,,2025-08-15T17:00:00,2025-08-15T16:30:00,2D,102
161358,1036213,28,28,Screen 5,,2025-08-15T17:00:00,2025-08-15T17:25:00,2D,28
161358,1036213,15,4,Screen 1,,2025-08-15T14:10:00,2025-08-15T14:35:00,2D,4
161358,1036213,15,15,Screen 1,,2025-08-15T17:20:00,2025-08-15T17:45:00,2D,15
161358,1050668,339,9,GowriShankar,,2025-08-15T15:00:00,2025-08-15T15:00:00,2D,9
161358,925,248,13,SCREEN 1,,2025-08-15T16:10:00,2025-08-15T16:10:00,2D,13
161358,128,154,144,AUDI 3,,2025-08-16T12:40:00,2025-08-16T12:40:00,2D,144
161358,128,274,264,AUDI 4,,2025-08-16T02:20:00,2025-08-16T02:20:00,2D,264
161358,128,274,260,AUDI 4,,2025-08-16T06:00:00,2025-08-16T06:00:00,2D,260
161358,128,274,258,AUDI 4,,2025-08-16T09:40:00,2025-08-16T09:40:00,2D,258
161358,128,274,260,AUDI 4,,2025-08-16T13:20:00,2025-08-16T13:20:00,2D,260
161358,128,274,258,AUDI 4,,2025-08-16T17:00:00,2025-08-16T17:00:00,2D,258
161358,128,154,144,AUDI 3,,2025-08-16T05:20:00,2025-08-16T05:20:00,2D,144
161358,128,142,132,AUDI 8,,2025-08-16T13:20:00,2025-08-16T13:20:00,2D,132
161358,56450,135,91,SCREEN 01,,2025-08-16T12:35:00,2025-08-16T12:35:00,2D,91
161358,56450,240,207,SCREEN 07,,2025-08-16T16:05:00,2025-08-16T16:05:00,2D,207
161358,56450,240,193,SCREEN 07,,2025-08-16T08:45:00,2025-08-16T08:45:00,2D,193
161358,56450,277,242,MACRO XE,,2025-08-16T17:00:00,2025-08-16T17:00:00,2D,242
161358,56450,277,216,MACRO XE,,2025-08-16T13:20:00,2025-08-16T13:20:00,2D,216
161358,56450,277,196,MACRO XE,,2025-08-16T09:40:00,2025-08-16T09:40:00,2D,196
161358,56450,277,226,MACRO XE,,2025-08-16T06:00:00,2025-08-16T06:00:00,2D,226
161358,56450,135,107,SCREEN 01,,2025-08-16T05:35:00,2025-08-16T05:35:00,2D,107
161358,56451,84,74,SCREEN 03,,2025-08-16T05:40:00,2025-08-16T05:40:00,2D,74
161358,56451,84,52,SCREEN 03,,2025-08-16T13:00:00,2025-08-16T13:00:00,2D,52
161358,56451,84,67,SCREEN 03,,2025-08-16T16:40:00,2025-08-16T16:40:00,2D,67
161358,56451,94,88,SCREEN 01,,2025-08-16T03:30:00,2025-08-16T03:30:00,2D,88
161358,579,1064,104,Goverdhan,,2025-08-16T16:45:00,2025-08-16T16:15:00,2D,104
161358,579,1064,104,Goverdhan,,2025-08-16T10:45:00,2025-08-16T10:15:00,2D,104
161358,579,1064,104,Goverdhan,,2025-08-16T13:45:00,2025-08-16T13:15:00,2D,104
161358,9637,159,106,AUDI 2,,2025-08-16T09:40:00,2025-08-16T09:40:00,2D,106
161358,9637,159,135,AUDI 2,,2025-08-16T06:00:00,2025-08-16T06:00:00,2D,135
161358,9637,159,135,AUDI 2,,2025-08-16T17:00:00,2025-08-16T17:00:00,2D,135
161358,9637,159,104,AUDI 2,,2025-08-16T13:20:00,2025-08-16T13:20:00,2D,104
161358,9637,226,186,AUDI 6,,2025-08-16T16:15:00,2025-08-16T16:15:00,2D,186
161358,9637,226,197,AUDI 6,,2025-08-16T05:15:00,2025-08-16T05:15:00,2D,197
161358,9637,226,173,AUDI 6,,2025-08-16T12:35:00,2025-08-16T12:35:00,2D,173
161358,9637,226,184,AUDI 6,,2025-08-16T08:55:00,2025-08-16T08:55:00,2D,184
161358,1039754,210,210,AUDI 4,,2025-08-16T03:30:00,2025-08-16T03:55:00,2D,210
161358,1039754,210,155,AUDI 4,,2025-08-16T10:00:00,2025-08-16T10:25:00,2D,155
161358,1039754,210,196,AUDI 4,,2025-08-16T06:45:00,2025-08-16T07:10:00,2D,196
161358,1039754,210,196,AUDI 4,,2025-08-16T16:30:00,2025-08-16T16:55:00,2D,196
161358,1039754,210,191,AUDI 4,,2025-08-16T13:15:00,2025-08-16T13:40:00,2D,191
161358,9710,100,20,Audi-1,,2025-08-16T05:00:00,2025-08-16T04:30:00,2D,20
161358,9710,100,20,Audi-1,,2025-08-16T08:30:00,2025-08-16T08:00:00,2D,20
161358,9710,100,20,Audi-1,,2025-08-16T15:30:00,2025-08-16T15:00:00,2D,20
161358,9710,100,19,Audi-1,,2025-08-16T12:00:00,2025-08-16T11:30:00,2D,19
161358,9487,290,212,Screen 2,,2025-08-16T13:45:00,2025-08-16T13:45:00,2D,212
161358,52080,227,221,SCREEN 5,,2025-08-16T16:45:00,2025-08-16T17:30:00,2D,221
161358,52080,227,227,SCREEN 5,,2025-08-16T03:00:00,2025-08-16T03:45:00,2D,227
161358,52080,227,227,SCREEN 5,,2025-08-16T06:30:00,2025-08-16T07:15:00,2D,227
161358,52080,227,224,SCREEN 5,,2025-08-16T09:55:00,2025-08-16T10:40:00,2D,224
161358,52080,227,227,SCREEN 5,,2025-08-16T13:20:00,2025-08-16T14:05:00,2D,227
161358,1025661,738,221,Balaji Theatre,,2025-08-16T16:45:00,2025-08-16T16:15:00,2D,221
161358,1025661,738,233,Balaji Theatre,,2025-08-16T07:30:00,2025-08-16T07:00:00,2D,233
161358,1025661,738,198,Balaji Theatre,,2025-08-16T10:45:00,2025-08-16T10:15:00,2D,198
161358,115,147,131,AUDI 04,,2025-08-16T02:30:00,2025-08-16T02:30:00,2D,131
161358,115,248,168,AUDI 06,,2025-08-16T05:10:00,2025-08-16T05:10:00,2D,168
161358,115,248,138,AUDI 06,,2025-08-16T08:50:00,2025-08-16T08:50:00,2D,138
161358,115,248,105,AUDI 06,,2025-08-16T12:30:00,2025-08-16T12:30:00,2D,105
161358,115,248,152,AUDI 06,,2025-08-16T16:10:00,2025-08-16T16:10:00,2D,152
161358,115,147,53,AUDI 04,,2025-08-16T09:40:00,2025-08-16T09:40:00,2D,53
161358,115,147,108,AUDI 04,,2025-08-16T17:00:00,2025-08-16T17:00:00,2D,108
161358,7508,137,30,AUDI04,,2025-08-16T12:55:00,2025-08-16T12:55:00,2D,30
161358,7508,137,47,AUDI04,,2025-08-16T09:15:00,2025-08-16T09:15:00,2D,47
161358,7508,137,40,AUDI04,,2025-08-16T16:35:00,2025-08-16T16:35:00,2D,40
161358,7508,137,51,AUDI04,,2025-08-16T05:35:00,2025-08-16T05:35:00,2D,51
161358,7508,142,79,AUDI07,,2025-08-16T04:05:00,2025-08-16T04:05:00,2D,79
161358,7508,138,121,AUDI10,,2025-08-16T02:30:00,2025-08-16T02:30:00,2D,121
161358,7508,138,35,AUDI10,,2025-08-16T09:35:00,2025-08-16T09:35:00,2D,35
161358,7508,240,157,IMAX,,2025-08-16T06:05:00,2025-08-16T06:05:00,IMAX 2D,157
161358,7508,240,211,IMAX,,2025-08-16T02:40:00,2025-08-16T02:40:00,IMAX 2D,211
161358,7508,96,40,4DX,,2025-08-16T17:00:00,2025-08-16T17:00:00,4DX-2D,40
161358,7508,96,63,4DX,,2025-08-16T06:00:00,2025-08-16T06:00:00,4DX-2D,63
161358,7508,240,167,IMAX,,2025-08-16T17:00:00,2025-08-16T17:00:00,IMAX 2D,167
161358,7508,240,132,IMAX,,2025-08-16T13:20:00,2025-08-16T13:20:00,IMAX 2D,132
161358,47384,995,113,Abhinay,,2025-08-16T10:30:00,2025-08-16T10:00:00,2D,113
161358,47384,995,111,Abhinay,,2025-08-16T07:30:00,2025-08-16T07:00:00,2D,111
161358,47384,995,113,Abhinay,,2025-08-16T13:45:00,2025-08-16T13:15:00,2D,113
161358,47384,995,113,Abhinay,,2025-08-16T04:30:00,2025-08-16T04:00:00,2D,113
161358,47384,995,113,Abhinay,,2025-08-16T17:00:00,2025-08-16T16:30:00,2D,113
161358,1036213,28,28,Screen 5,,2025-08-16T17:00:00,2025-08-16T17:25:00,2D,28
